rxcui,generic_name,has_label,product_type,indications_and_usage,matched_disorders
3638,doxepin,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Doxepin tablets are indicated for the treatment of insomnia characterized by difficulty with sleep maintenance. The clinical trials performed in support of efficacy were up to 3 months in duration. Doxepin tablets are indicated for the treatment of insomnia characterized by difficulties with sleep maintenance. ( 1 , 14 )",Insomnia
3642,doxylamine,True,HUMAN OTC DRUG,Use helps to reduce difficulty in falling asleep,
10402,dronabinol,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE SYNDROS is indicated in adults for the treatment of: anorexia associated with weight loss in patients with Acquired Immune Deficiency Syndrome (AIDS). nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. SYNDROS is a cannabinoid indicated in adults for the treatment of: anorexia associated with weight loss in patients with AIDS. ( 1 ) nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. ( 1 ),
3648,droperidol,True,HUMAN PRESCRIPTION DRUG,INDICATIONS AND USAGE Droperidol Injection is indicated to reduce the incidence of nausea and vomiting associated with surgical and diagnostic procedures.,
11636,drospirenone,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Yaz is a combination of drospirenone, a progestin, and ethinyl estradiol, an estrogen, indicated for use by females of reproductive potential to: • Prevent pregnancy. ( 1.1 ) • Treat symptoms of premenstrual dysphoric disorder (PMDD) for females of reproductive potential who choose to use an oral contraceptive for contraception. ( 1.2 ) • Treat moderate acne for women at least 14 years old only if the patient desires an oral contraceptive for birth control. ( 1.3 ) 1.1 Oral Contraceptive Yaz ® is indicated for use by females of reproductive potential to prevent pregnancy. 1.2 Premenstrual Dysphoric Disorder (PMDD) Yaz is also indicated for the treatment of symptoms of premenstrual dysphoric disorder (PMDD) in females of reproductive potential who choose to use an oral contraceptive as their method of contraception. The effectiveness of Yaz for PMDD when used for more than three menstrual cycles has not been evaluated. The essential features of PMDD according to the Diagnostic and Statistical Manual-4th edition (DSM-IV) include markedly depressed mood, anxiety or tension, affective lability, and persistent anger or irritability. Other features include decreased interest in usual activities, difficulty concentrating, lack of energy, change in appetite or sleep, and feeling out of control. Physical symptoms associated with PMDD include breast tenderness, headache, joint and muscle pain, bloating and weight gain. In this disorder, these symptoms occur regularly during the luteal phase and remit within a few days following onset of menses; the disturbance markedly interferes with work or school, or with usual social activities and relationships with others. Diagnosis is made by healthcare providers according to DSM-IV criteria, with symptomatology assessed prospectively over at least two menstrual cycles. In making the diagnosis, care should be taken to rule out other cyclical mood disorders. Yaz has not been evaluated for the treatment of premenstrual syndrome (PMS). 1.3 Acne Yaz is indicated for the treatment of moderate acne vulgaris in women at least 14 years of age, who have no known contraindications to oral contraceptive therapy and have achieved menarche. Yaz should be used for the treatment of acne only if the patient desires an oral contraceptive for birth control.",Premenstrual Dysphoric Disorder
72625,duloxetine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Duloxetine delayed-release capsules is indicated for the treatment of: Major depressive disorder in adults Generalized anxiety disorder in adults and pediatric patients 7 years of age and older Diabetic peripheral neuropathic pain in adults Fibromyalgia in adults and pediatric patients 13 years of age and older Chronic musculoskeletal pain in adults Duloxetine delayed-release capsules are a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of the following conditions: Major depressive disorder (MDD) in adults ( 1 ) Generalized anxiety disorder (GAD) in adults and pediatric patients 7 years of age and older ( 1 ) Diabetic peripheral neuropathic pain (DPNP) in adults ( 1 ) Fibromyalgia (FM) in adults and pediatric patients 13 years of age and older ( 1 ) Chronic musculoskeletal pain in adults ( 1 ),Major Depressive Disorder; Generalized Anxiety Disorder
3755,edetic acid,False,,,
2612527,elivaldogene autotemcel,True,CELLULAR THERAPY,"1 INDICATIONS AND USAGE SKYSONA is indicated to slow the progression of neurologic dysfunction in boys 4-17 years of age with early, active cerebral adrenoleukodystrophy (CALD) without an available human leukocyte antigen (HLA)-matched donor for allogeneic hematopoietic stem cell transplant. Early, active cerebral adrenoleukodystrophy refers to asymptomatic or mildly symptomatic (neurologic function score, NFS ≤ 1) boys who have gadolinium enhancement on brain magnetic resonance imaging (MRI) and Loes scores of 0.5-9. This indication is approved under accelerated approval based on 24-month Major Functional Disability (MFD)-free survival [see Clinical Studies (14) ] . Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). SKYSONA is an autologous hematopoietic stem cell-based gene therapy indicated to slow the progression of neurologic dysfunction in boys 4-17 years of age with early, active cerebral adrenoleukodystrophy (CALD) without an available human leukocyte antigen (HLA)-matched donor for allogeneic hematopoietic stem cell transplant. Early, active CALD refers to asymptomatic or mildly symptomatic (neurologic function score, NFS ≤ 1) boys who have gadolinium enhancement on brain magnetic resonance imaging (MRI) and Loes scores of 0.5-9. This indication is approved under accelerated approval based on 24-month Major Functional Disability (MFD)-free survival. [see Clinical Studies (14) ] . Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). ( 1 ) Limitations of Use SKYSONA does not treat or prevent adrenal insufficiency. ( 1 ) An immune response to SKYSONA may cause rapid loss of efficacy of SKYSONA in patients with full deletions of the human adenosine triphosphate binding cassette, sub family D, member 1 ( ABCD1) gene. ( 1 ) SKYSONA has not been studied in CALD secondary to head trauma. ( 1 ) Given the risk of hematologic malignancy with SKYSONA, and unclear long-term durability of SKYSONA and human adrenoleukodystrophy protein (ALDP) expression, careful consideration should be given to the timing of treatment for each boy and treatment of boys with isolated pyramidal tract disease as clinical manifestations do not usually occur until adulthood. ( 1 ) Limitations of Use SKYSONA does not prevent the development of or treat adrenal insufficiency due to adrenoleukodystrophy. An immune response to SKYSONA may limit the persistence of descendent cells of SKYSONA, causing rapid loss of efficacy of SKYSONA in patients with full deletions of the human adenosine triphosphate binding cassette, sub family D, member 1 ( ABCD1) gene. SKYSONA has not been studied in patients with CALD secondary to head trauma. Given the risk of hematologic malignancy with SKYSONA, and unclear long-term durability of SKYSONA and human adrenoleukodystrophy protein (ALDP) expression, careful consideration should be given to the appropriateness and timing of treatment for each boy, especially for boys with isolated pyramidal tract disease since their clinical symptoms do not usually occur until adulthood.",
1653781,eluxadoline,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE VIBERZI is indicated in adults for the treatment of irritable bowel syndrome with diarrhea (IBS-D). VIBERZI is a mu-opioid receptor agonist, indicated in adults for the treatment of irritable bowel syndrome with diarrhea (IBS-D). ( 1 )",
4024,"ergoloid mesylates, USP",False,,,
321988,escitalopram,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Escitalopram is indicated for the treatment of: major depressive disorder (MDD) in adults and pediatric patients 12 years of age and older. generalized anxiety disorder (GAD) in adults. Additional pediatric use information is approved for AbbVie Inc.’s Lexapro (escitalopram) tablets and LEXAPRO (escitalopram) oral solution. However, due to AbbVie Inc.’s marketing exclusivity rights, this drug product is not labeled with that information. Escitalopram is a selective serotonin reuptake inhibitor (SSRI) indicated for the: treatment of major depressive disorder (MDD) in adults and pediatric patients 12 years of age and older ( 1 ) treatment of generalized anxiety disorder (GAD) in adults ( 1 )",Major Depressive Disorder; Generalized Anxiety Disorder
2119365,esketamine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE SPRAVATO is indicated for the treatment of: Treatment-resistant depression (TRD) in adults as monotherapy or in conjunction with an oral antidepressant Depressive symptoms in adults with major depressive disorder (MDD) with acute suicidal ideation or behavior in conjunction with an oral antidepressant SPRAVATO is a non-competitive N -methyl D -aspartate (NMDA) receptor antagonist indicated for the treatment of: Treatment-resistant depression (TRD) in adults, as monotherapy or in conjunction with an oral antidepressant. ( 1 ) Depressive symptoms in adults with major depressive disorder (MDD) with acute suicidal ideation or behavior in conjunction with an oral antidepressant. ( 1 ) Limitations of Use: The effectiveness of SPRAVATO in preventing suicide or in reducing suicidal ideation or behavior has not been demonstrated. Use of SPRAVATO does not preclude the need for hospitalization if clinically warranted, even if patients experience improvement after an initial dose of SPRAVATO. ( 1 ) SPRAVATO is not approved as an anesthetic agent. The safety and effectiveness of SPRAVATO as an anesthetic agent have not been established. ( 1 ) Limitations of Use The effectiveness of SPRAVATO in preventing suicide or in reducing suicidal ideation or behavior has not been demonstrated [see Clinical Studies (14.2) ] . Use of SPRAVATO does not preclude the need for hospitalization if clinically warranted, even if patients experience improvement after an initial dose of SPRAVATO. SPRAVATO is not approved as an anesthetic agent. The safety and effectiveness of SPRAVATO as an anesthetic agent have not been established.",Major Depressive Disorder; Treatment-Resistant Depression
4077,estazolam,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Estazolam is indicated for the short-term management of insomnia characterized by difficulty in falling asleep, frequent nocturnal awakenings, and/or early morning awakenings. Both outpatient studies and a sleep laboratory study have shown that estazolam administered at bedtime improved sleep induction and sleep maintenance (see CLINICAL PHARMACOLOGY ). Because insomnia is often transient and intermittent, the prolonged administration of estazolam is generally neither necessary nor recommended. Since insomnia may be a symptom of several other disorders, the possibility that the complaint may be related to a condition for which there is a more specific treatment should be considered. There is evidence to support the ability of estazolam to enhance the duration and quality of sleep for intervals up to 12 weeks (see CLINICAL PHARMACOLOGY ).",Insomnia
461016,eszopiclone,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS & USAGE Eszopiclone tablets are indicated for the treatment of insomnia. In controlled outpatient and sleep laboratory studies, eszopiclone tablets administered at bedtime decreased sleep latency and improved sleep maintenance. The clinical trials performed in support of efficacy were up to 6 months in duration. The final formal assessments of sleep latency and maintenance were performed at 4 weeks in the 6-week study (adults only), at the end of both 2-week studies (elderly only) and at the end of the 6-month study (adults only). Eszopiclone tablets are indicated for the treatment of insomnia. Eszopiclone tablets has been shown to decrease sleep latency and improve sleep maintenance ( 1 )",Insomnia
4118,ethchlorvynol,False,,,
24474,ethinamate,False,,,
14584,etonogestrel,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE FOR VAGINAL USE ONLY Etonogestrel and ethinyl estradiol vaginal ring is indicated for use by females of reproductive age to prevent pregnancy. Etonogestrel and ethinyl estradiol vaginal ring is an estrogen/progestin combination hormonal contraceptive (CHC) indicated for use by women to prevent pregnancy. ( 1 ),
4328,fenfluramine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE FINTEPLA is indicated for the treatment of seizures associated with Dravet syndrome (DS) and Lennox-Gastaut syndrome (LGS) in patients 2 years of age and older. FINTEPLA is indicated for the treatment of seizures associated with Dravet syndrome and Lennox-Gastaut syndrome in patients 2 years of age and older. ( 1 ),
1665509,flibanserin,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE ADDYI is indicated for the treatment of women less than 65 years of age with acquired, generalized hypoactive sexual desire disorder (HSDD) as characterized by low sexual desire that causes marked distress or interpersonal difficulty and is not due to: • A co-existing medical or psychiatric condition, • Problems within the relationship, or • The effects of a medication or other drug substance. Acquired HSDD refers to HSDD that develops in a patient who previously had no problems with sexual desire. Generalized HSDD refers to HSDD that occurs regardless of the type of stimulation, situation or partner. Limitations of Use • ADDYI is not indicated in men. • ADDYI is not indicated to enhance sexual performance. ADDYI is indicated for the treatment of women less than 65 years of age with acquired, generalized hypoactive sexual desire disorder (HSDD) as characterized by low sexual desire that causes marked distress or interpersonal difficulty and is not due to ( 1 ): • A co-existing medical or psychiatric condition, • Problems within the relationship, or • The effects of a medication or other drug substance. Limitations of Use: • ADDYI is not indicated in men (1) • ADDYI is not indicated to enhance sexual performance. ( 1 )",
4457,flumazenil,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Adult Patients Flumazenil Injection, USP is indicated for the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures, and for the management of benzodiazepine overdose. Pediatric Patients (aged 1 to 17) Flumazenil Injection, USP is indicated for the reversal of conscious sedation induced with benzodiazepines (see PRECAUTIONS: Pediatric Use ).",
4460,flunitrazepam,False,,,
4493,fluoxetine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Fluoxetine is indicated for the treatment of: Acute and maintenance treatment of Major Depressive Disorder [see Clinical Studies (14.1) ] . Acute and maintenance treatment of obsessions and compulsions in patients with Obsessive Compulsive Disorder (OCD) [see Clinical Studies (14.2) ] . Acute and maintenance treatment of binge-eating and vomiting behaviors in patients with moderate to severe Bulimia Nervosa [see Clinical Studies (14.3) ] . Acute treatment of Panic Disorder, with or without agoraphobia [see Clinical Studies (14.4) ] . Fluoxetine and Olanzapine in Combination is indicated for the treatment of: Acute treatment of depressive episodes associated with Bipolar I Disorder. Fluoxetine monotherapy is not indicated for the treatment of depressive episodes associated with Bipolar I Disorder. When using Fluoxetine and olanzapine in combination, also refer to the Clinical Studies section of the package insert for Symbyax ® . Fluoxetine capsules are a selective serotonin reuptake inhibitor indicated for: Acute and maintenance treatment of Major Depressive Disorder (MDD) ( 1 ) Acute and maintenance treatment of Obsessive Compulsive Disorder (OCD) ( 1 ) Acute and maintenance treatment of Bulimia Nervosa ( 1 ) Acute treatment of Panic Disorder, with or without agoraphobia ( 1 ) Fluoxetine capsules and olanzapine in combination for treatment of: Acute Depressive Episodes Associated with Bipolar I Disorder ( 1 )",Major Depressive Disorder; Bipolar Disorder; Panic Disorder; OCD; Bulimia Nervosa
4495,flupenthixol,False,,,
4496,fluphenazine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE: Fluphenazine Decanoate Injection is a long-acting parenteral antipsychotic drug intended for use in the management of patients requiring prolonged parenteral neuroleptic therapy (e.g., chronic schizophrenics). Fluphenazine Decanoate Injection has not been shown effective in the management of behavioral complications in patients with mental retardation.",
4501,flurazepam,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Flurazepam hydrochloride capsules are indicated for the treatment of insomnia characterized by difficulty in falling asleep, frequent nocturnal awakenings, and/or early morning awakenings [see Clinical Studies ( 14 ) ]. Since insomnia is often transient and intermittent, short-term use is usually sufficient. Prolonged use of hypnotics is usually not indicated and should only be undertaken concomitantly with appropriate evaluation of the patient. Flurazepam, a gamma-aminobutyric (GABA A ) agonist, is indicated for the treatment of insomnia characterized by difficulty falling asleep, frequent nocturnal awakenings, and/or early morning awakenings. ( 1 )",Insomnia
4507,fluspirilene,False,,,
42355,fluvoxamine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Fluvoxamine maleate extended-release capsules is a selective serotonin reuptake inhibitor (SSRI) indicated for the treatment of obsessive compulsive disorder (OCD) ( 1 ). Efficacy was demonstrated in: One 12-week study fluvoxamine maleate extended-release capsules in adults ( 14.1 ). Two 10-week studies with immediate-release (IR) fluvoxamine tablets in adults and one 10-week study with IR fluvoxamine tablets in children and adolescents ( 14.1 , 14.3 ). One maintenance study with IR fluvoxamine tablets ( 14.2 ). 1.1 Obsessive Compulsive Disorder Fluvoxamine maleate extended-release capsules are indicated for the treatment of obsessive compulsive disorder (OCD), as defined in the DSM-IV. Obsessive compulsive disorder is characterized by recurrent and persistent ideas, thoughts, impulses, or images (obsessions) that are ego-dystonic and/or repetitive, purposeful, and intentional behaviors (compulsions) that are recognized by the person as excessive or unreasonable. The obsessions or compulsions cause marked distress, are time-consuming, or significantly interfere with social or occupational functioning. The efficacy of fluvoxamine maleate extended-release capsules was demonstrated in one 12-week trial in adults with fluvoxamine maleate extended-release capsules as well as in two 10-week trials in adults and in one 10-week trial in children and adolescents (ages 8 years to 17 years) with immediate-release fluvoxamine tablets in outpatients with the diagnosis of OCD as defined in DSM-IV or DSM-III-R (see CLINICAL STUDIES [ 14.1 , 14.3 ]). The efficacy of fluvoxamine for long-term use was established in one maintenance study in adults with immediate-release fluvoxamine tablets (see CLINICAL STUDIES [ 14.2 ]). The health care provider who elects to prescribe fluvoxamine maleate extended-release capsules for extended periods should periodically re-evaluate the long-term usefulness of the drug for the individual patient (see DOSAGE AND ADMINISTRATION [ 2.4 ]).",OCD
4603,furosemide,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Edema Furosemide tablets are indicated in adults and pediatric patients for the treatment of edema associated with congestive heart failure, cirrhosis of the liver, and renal disease, including the nephrotic syndrome. Furosemide tablets are particularly useful when an agent with greater diuretic potential is desired. Hypertension Oral furosemide may be used in adults for the treatment of hypertension alone or in combination with other antihypertensive agents. Hypertensive patients who cannot be adequately controlled with thiazides will probably also not be adequately controlled with furosemide alone. Edema Furosemide tablets are indicated in adults and pediatric patients for the treatment of edema associated with congestive heart failure, cirrhosis of the liver, and renal disease, including the nephrotic syndrome. Furosemide tablets are particularly useful when an agent with greater diuretic potential is desired. Hypertension Oral furosemide may be used in adults for the treatment of hypertension alone or in combination with other antihypertensive agents. Hypertensive patients who cannot be adequately controlled with thiazides will probably also not be adequately controlled with furosemide alone.",
25480,gabapentin,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Gabapentin Capsules, USP are indicated for: Management of postherpetic neuralgia in adults Adjunctive therapy in the treatment of partial onset seizures, with and without secondary generalization, in adults and pediatric patients 3 years and older with epilepsy Gabapentin Capsules, USP are indicated for Postherpetic neuralgia in adults (1) Adjunctive therapy in the treatment of partial onset seizures, with and without secondary generalization, in adults and pediatric patients 3 years and older with epilepsy (1)",
4637,galantamine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Galantamine hydrobromide extended-release capsules are indicated for the treatment of mild to moderate dementia of the Alzheimer's type. Galantamine hydrobromide is a cholinesterase inhibitor indicated for the treatment of mild to moderate dementia of the Alzheimer’s type ( 1 ),
2672253,gepirone,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE EXXUA is indicated for the treatment of major depressive disorder (MDD) in adults. EXXUA is indicated for the treatment of major depressive disorder (MDD) in adults ( 1 ).,Major Depressive Disorder
325526,ginseng preparation,False,,,
4850,glucose,True,HUMAN OTC DRUG,Uses for relief of upset stomach associated with nausea,
4903,glutethimide,False,,,
40114,guanfacine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Guanfacine tablets, USP are indicated in the management of hypertension. Guanfacine tablets, USP may be given alone or in combination with other antihypertensive agents, especially thiazide-type diuretics.",
26412,halazepam,False,,,
50749,halofantrine,False,,,
5093,haloperidol,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Haloperidol tablets are indicated for use in the management of manifestations of psychotic disorders. Haloperidol tablets are indicated for the control of tics and vocal utterances of Tourette's Disorder in children and adults. Haloperidol tablets are effective for the treatment of severe behavior problems in children of combative, explosive hyperexcitability (which cannot be accounted for by immediate provocation). Haloperidol tablets are also effective in the short-term treatment of hyperactive children who show excessive motor activity with accompanying conduct disorders consisting of some or all of the following symptoms: impulsivity, difficulty sustaining attention, aggressivity, mood lability, and poor frustration tolerance. Haloperidol tablets should be reserved for these two groups of children only after failure to respond to psychotherapy or medications other than antipsychotics.",Tourette's Disorder
2267703,huperzine A,False,,,
5514,hydroxocobalamin,True,HUMAN PRESCRIPTION DRUG,,
5553,hydroxyzine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS For symptomatic relief of anxiety and tension associated with psychoneurosis and as an adjunct in organic disease states in which anxiety is manifested. Useful in the management of pruritus due to allergic conditions such as chronic urticaria and atopic and contact dermatoses, and in histamine-mediated pruritus. As a sedative when used as premedication and following general anesthesia, hydroxyzine may potentiate meperidine (Demerol ® ) and barbiturates, so their use in pre-anesthetic adjunctive therapy should be modified on an individual basis. Atropine and other belladonna alkaloids are not affected by the drug. Hydroxyzine is not known to interfere with the action of digitalis in any way and it may be used concurrently with this agent. The effectiveness of hydroxyzine as an antianxiety agent for long-term use, that is, more than 4 months, has not been assessed by systematic clinical studies. The physician should reassess periodically the usefulness of the drug for the individual patient.",
644101,idursulfase,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE ELAPRASE is indicated for patients with Hunter syndrome (Mucopolysaccharidosis II, MPS II). ELAPRASE has been shown to improve walking capacity in patients 5 years and older. In patients 16 months to 5 years of age, no data are available to demonstrate improvement in disease-related symptoms or long term clinical outcome; however, treatment with ELAPRASE has reduced spleen volume similarly to that of adults and children 5 years of age and older. The safety and efficacy of ELAPRASE have not been established in pediatric patients less than 16 months of age [see Use in Specific Populations (8.4) ]. ELAPRASE is a hydrolytic lysosomal glycosaminoglycan (GAG)-specific enzyme indicated for patients with Hunter syndrome (Mucopolysaccharidosis II, MPS II). ELAPRASE has been shown to improve walking capacity in patients 5 years and older. In patients 16 months to 5 years of age, no data are available to demonstrate improvement in disease-related symptoms or long term clinical outcome; however, treatment with ELAPRASE has reduced spleen volume similarly to that of adults and children 5 years of age and older. The safety and efficacy of ELAPRASE have not been established in pediatric patients less than 16 months of age ( 1 ).",
73178,iloperidone,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE FANAPT ® is indicated for: Treatment of schizophrenia in adults [see Clinical Studies (14.1) ]. Acute treatment of manic or mixed episodes associated with bipolar I disorder in adults [see Clinical Studies (14.2) ] . FANAPT is an atypical antipsychotic indicated for: Treatment of schizophrenia in adults. ( 1 , 14.1 ) Acute treatment of manic or mixed episodes associated with bipolar I disorder in adults. ( 1 , 14.2 )",Bipolar Disorder; Schizophrenia
5691,imipramine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Depression -For the relief of symptoms of depression. Endogenous depression is more likely to be alleviated than other depressive states. One to three weeks of treatment may be needed before optimal therapeutic effects are evident. Childhood Enuresis -May be useful as temporary adjunctive therapy in reducing enuresis in children aged 6 years and older, after possible organic causes have been excluded by appropriate tests. In patients having daytime symptoms of frequency and urgency, examination should include voiding cystourethrography and cystoscopy, as necessary. The effectiveness of treatment may decrease with continued drug administration.",
5975,ipecac,True,HUMAN OTC DRUG,INDICATIONS ARSENICUM ALB Vomiting IPECAC Nausea NUX VOM Vomiting PULSATILLA Weeping SULPHUR Skin problems,
262150,iron carbonyl,False,,,
6011,isocarboxazid,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Marplan is indicated for the treatment of depression. Because of its potentially serious side effects, Marplan is not an antidepressant of first choice in the treatment of newly diagnosed depressed patients. The efficacy of Marplan in the treatment of depression was established in 6-week controlled trials of depressed outpatients. These patients had symptoms that corresponded to the DSM-IV category of major depressive disorder; however, they often also had signs and symptoms of anxiety (anxious mood, panic, and/or phobic symptoms) ( see CLINICAL PHARMACOLOGY ). A major depressive episode (DSM-IV) implies a prominent and relatively persistent (nearly every day for at least 2 weeks) depressed or dysphoric mood that usually interferes with daily functioning, and includes at least five of the following nine symptoms: depressed mood, loss of interest in usual activities, significant change in weight and/or appetite, insomnia or hypersomnia, psychomotor agitation or retardation, increased fatigue, feelings of guilt or worthlessness, slowed thinking or impaired concentration, and a suicide attempt or suicidal ideation. The antidepressant effectiveness of Marplan in hospitalized depressed patients, or in endogenomorphically retarded and delusionally depressed patients, has not been adequately studied. The effectiveness of Marplan in long-term use, that is, for more than 6 weeks, has not been systematically evaluated in controlled trials. Therefore, the physician who elects to use Marplan for extended periods should periodically evaluate the long-term usefulness of the drug for the individual patient.",Major Depressive Disorder; Insomnia
6026,isoflurane,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Isoflurane USP may be used for induction and maintenance of general anesthesia. Adequate data have not been developed to establish its application in obstetrical anesthesia. Isoflurane USP, a general anesthetic, is an inhalation agent indicated for induction and maintenance of general anesthesia. ( 1 )",
285228,kava preparation,False,,,
6130,ketamine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE KETALAR (ketamine hydrochloride) injection is indicated: as the sole anesthetic agent for diagnostic and surgical procedures that do not require skeletal muscle relaxation. for the induction of anesthesia prior to the administration of other general anesthetic agents. as a supplement to other anesthetic agents. KETALAR is a general anesthetic indicated: as the sole anesthetic agent for diagnostic and surgical procedures that do not require skeletal muscle relaxation ( 1 ) for the induction of anesthesia prior to the administration of other general anesthetic agents ( 1 ) as a supplement to other anesthetic agents ( 1 ).,
28439,lamotrigine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Lamotrigine orally disintegrating tablets are indicated for: Epilepsy—adjunctive therapy in patients aged 2 years and older : partial-onset seizures. primary generalized tonic-clonic (PGTC) seizures. generalized seizures of Lennox-Gastaut syndrome. ( 1.1 ) Epilepsy—monotherapy in patients aged 16 years and older : Conversion to monotherapy in patients with partial-onset seizures who are receiving treatment with carbamazepine, phenytoin, phenobarbital, primidone, or valproate as the single antiepileptic drug. ( 1.1 ) Bipolar disorder : Maintenance treatment of bipolar I disorder to delay the time to occurrence of mood episodes in patients treated for acute mood episodes with standard therapy. ( 1.2 ) Limitations of Use: Treatment of acute manic or mixed episodes is not recommended. Effectiveness of lamotrigine in the acute treatment of mood episodes has not been established. 1.1 Epilepsy Adjunctive Therapy Lamotrigine orally disintegrating tablets are indicated as adjunctive therapy for the following seizure types in patients aged 2 years and older: partial-onset seizures. primary generalized tonic-clonic (PGTC) seizures. generalized seizures of Lennox-Gastaut syndrome. Monotherapy Lamotrigine orally disintegrating tablets are indicated for conversion to monotherapy in adults (aged 16 years and older) with partial-onset seizures who are receiving treatment with carbamazepine, phenytoin, phenobarbital, primidone, or valproate as the single antiepileptic drug (AED). Safety and effectiveness of lamotrigine orally disintegrating tablets have not been established (1) as initial monotherapy; (2) for conversion to monotherapy from AEDs other than carbamazepine, phenytoin, phenobarbital, primidone, or valproate; or (3) for simultaneous conversion to monotherapy from 2 or more concomitant AEDs. 1.2 Bipolar Disorder Lamotrigine orally disintegrating tablets are indicated for the maintenance treatment of bipolar I disorder to delay the time to occurrence of mood episodes (depression, mania, hypomania, mixed episodes) in patients treated for acute mood episodes with standard therapy [see Clinical Studies (14.2) ] . Limitations of Use Treatment of acute manic or mixed episodes is not recommended. Effectiveness of lamotrigine orally disintegrating tablets in the acute treatment of mood episodes has not been established.",Bipolar Disorder
2626143,lecanemab,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE LEQEMBI is indicated for the treatment of Alzheimer’s disease. Treatment with LEQEMBI should be initiated in patients with mild cognitive impairment or mild dementia stage of disease, the population in which treatment was initiated in clinical trials. LEQEMBI is an amyloid beta-directed antibody indicated for the treatment of Alzheimer’s disease. Treatment with LEQEMBI should be initiated in patients with mild cognitive impairment or mild dementia stage of disease, the population in which treatment was initiated in clinical trials. ( 1 )",
2272403,lemborexant,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE DAYVIGO is indicated for the treatment of adult patients with insomnia, characterized by difficulties with sleep onset and/or sleep maintenance [see Clinical Studies ( 14.1 )] . DAYVIGO is an orexin receptor antagonist indicated for the treatment of adult patients with insomnia, characterized by difficulties with sleep onset and/or sleep maintenance. ( 1 )",Insomnia
1731031,lesinurad,False,,,
237005,levomethadyl,False,,,
1433212,levomilnacipran,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE FETZIMA ® is indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies ( 14 )]. Limitation of Use: FETZIMA is not approved for the management of fibromyalgia. The efficacy and safety of FETZIMA for the management of fibromyalgia have not been established. FETZIMA is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of Major Depressive Disorder (MDD) in adults ( 1 ). Limitation of Use : FETZIMA is not approved for the management of fibromyalgia. The efficacy and safety of FETZIMA for the management of fibromyalgia have not been established ( 1 ).,Major Depressive Disorder
